age,ethnicity,gender,location,personality,past_activities,occupation,social_media_use
22,Asian,Non-Binary,Los Angeles,Social,"['Strength Training', 'Outdoor', 'Indoor Activites', 'Video Games']",Student,5
19,Asian,Non-Binary,New York,Social,"['Video Games', 'Dance']",Office/Admin,2
23,Hispanic,Male,Chicago,Relaxed,['Video Games'],HR,1
31,Black,Female,Phoenix,Ambitious,"['Outdoor', 'Individual Sports']",Retired,2
19,Middle Eastern,Female,Austin,Social,['Outdoor'],Student,2
22,Other,Female,Austin,Relaxed,"['Dance', 'Outdoor', 'Creative']",Student,2
24,Other,Male,Phoenix,Relaxed,"['Team Sports', 'Dance', 'Creative', 'Water Sports']",Retired,5
23,Black,Male,New York,Social,"['Outdoor', 'Strength Training', 'Water Sports']",Office/Admin,4
23,Mixed,Female,San Diego,Extroverted,"['Outdoor', 'Mind-Body', 'Strength Training', 'Water Sports']",Office/Admin,1
19,White,Male,San Diego,Ambitious,['Creative'],Technology,4
29,White,Female,Houston,Social,['Video Games'],Legal Work,4
23,Hispanic,Female,San Diego,Extroverted,"['Video Games', 'Mind-Body', 'Dance', 'Water Sports']",Office/Admin,4
28,Other,Female,Austin,Ambitious,"['Outdoor', 'Mind-Body', 'Video Games']",Client Relation/Support,5
25,Hispanic,Male,Chicago,Social,"['Outdoor', 'Dance', 'Creative']",Creative,2
34,Middle Eastern,Female,Chicago,Extroverted,"['Water Sports', 'Individual Sports', 'Dance']",Environmental,4
34,Mixed,Female,Houston,Extroverted,"['Creative', 'Strength Training']",Education,5
21,Middle Eastern,Male,New York,Extroverted,['Strength Training'],Student,5
22,Mixed,Non-Binary,Houston,Relaxed,['Strength Training'],Student,1
19,Middle Eastern,Female,Los Angeles,Introverted,"['Water Sports', 'Individual Sports']",Student,1
21,Black,Male,Austin,Introverted,"['Team Sports', 'Individual Sports']",Environmental,3
24,Hispanic,Non-Binary,New York,Ambitious,"['Strength Training', 'Creative']",Sales,5
19,Hispanic,Male,Houston,Relaxed,"['Water Sports', 'Strength Training', 'Dance']",Office/Admin,3
23,Middle Eastern,Male,Chicago,Extroverted,"['Mind-Body', 'Strength Training', 'Outdoor']",Creative,2
24,Mixed,Male,Phoenix,Introverted,"['Video Games', 'Creative', 'Individual Sports', 'Mind-Body']",Legal Work,1
21,Hispanic,Female,Phoenix,Ambitious,['Video Games'],Student,4
25,Hispanic,Male,Houston,Extroverted,"['Video Games', 'Individual Sports']",Media,1
21,White,Female,New York,Introverted,"['Video Games', 'Creative']",Student,5
18,Black,Male,Phoenix,Social,"['Water Sports', 'Strength Training']",Student,4
23,White,Male,Los Angeles,Extroverted,"['Individual Sports', 'Team Sports', 'Video Games']",Research,4
23,Asian,Female,Phoenix,Social,['Individual Sports'],Media,4
20,Mixed,Female,Los Angeles,Social,['Creative'],Student,2
31,Middle Eastern,Female,Austin,Social,['Strength Training'],Legal Work,5
36,Middle Eastern,Male,New York,Extroverted,"['Individual Sports', 'Outdoor']",Client Relation/Support,3
25,White,Female,Phoenix,Ambitious,"['Team Sports', 'Outdoor']",Client Relation/Support,3
21,Hispanic,Female,Los Angeles,Ambitious,['Outdoor'],Student,5
18,Hispanic,Male,Los Angeles,Social,['Water Sports'],Student,1
19,Asian,Female,Phoenix,Social,['Dance'],Student,3
31,Middle Eastern,Male,Los Angeles,Extroverted,['Dance'],Legal Work,5
25,White,Male,Chicago,Social,['Video Games'],Office/Admin,2
39,Middle Eastern,Female,San Diego,Ambitious,"['Strength Training', 'Outdoor', 'Individual Sports']",Sales,2
23,Mixed,Non-Binary,San Francisco,Extroverted,['Strength Training'],Media,1
28,Black,Non-Binary,Chicago,Introverted,"['Team Sports', 'Individual Sports', 'Outdoor']",Legal Work,1
32,Asian,Female,Austin,Relaxed,"['Dance', 'Strength Training', 'Individual Sports', 'Outdoor']",HR,5
20,White,Non-Binary,Chicago,Social,"['Creative', 'Individual Sports', 'Team Sports', 'Indoor Activites']",Student,3
18,Middle Eastern,Non-Binary,Phoenix,Ambitious,"['Strength Training', 'Video Games', 'Creative']",Environmental,5
25,Asian,Female,New York,Extroverted,"['Strength Training', 'Water Sports', 'Mind-Body']",Education,4
20,White,Non-Binary,Chicago,Social,"['Water Sports', 'Individual Sports']",Student,4
21,Mixed,Male,San Diego,Extroverted,['Creative'],Student,4
34,Mixed,Male,New York,Introverted,"['Individual Sports', 'Outdoor', 'Team Sports']",Media,4
24,Black,Female,Phoenix,Introverted,"['Individual Sports', 'Team Sports', 'Indoor Activites', 'Mind-Body']",Sales,4
25,Mixed,Female,Phoenix,Social,['Water Sports'],Media,2
23,Hispanic,Non-Binary,Chicago,Extroverted,['Individual Sports'],Environmental,3
32,Black,Female,Chicago,Ambitious,"['Dance', 'Indoor Activites']",Legal Work,2
22,White,Non-Binary,Chicago,Ambitious,"['Video Games', 'Creative', 'Team Sports']",Student,1
18,Middle Eastern,Female,Phoenix,Ambitious,['Outdoor'],Student,3
31,Asian,Male,Houston,Extroverted,['Mind-Body'],Creative,2
21,Other,Female,Chicago,Social,['Strength Training'],Legal Work,3
20,Asian,Female,San Francisco,Ambitious,['Dance'],Production,5
18,White,Non-Binary,Los Angeles,Relaxed,"['Outdoor', 'Creative', 'Individual Sports']",Student,5
19,Middle Eastern,Female,Los Angeles,Social,"['Creative', 'Water Sports', 'Strength Training']",Student,4
19,Black,Male,Los Angeles,Relaxed,"['Team Sports', 'Strength Training']",Student,2
29,Middle Eastern,Non-Binary,New York,Relaxed,"['Water Sports', 'Indoor Activites']",Client Relation/Support,5
27,Black,Non-Binary,San Francisco,Extroverted,"['Strength Training', 'Team Sports']",Healthcare,3
30,White,Female,San Francisco,Social,"['Team Sports', 'Indoor Activites', 'Creative']",HR,2
25,Other,Male,Austin,Relaxed,"['Video Games', 'Team Sports', 'Creative', 'Dance']",Media,2
25,Asian,Male,Austin,Introverted,['Strength Training'],Technology,3
23,Hispanic,Female,Phoenix,Extroverted,['Individual Sports'],Education,4
21,Black,Male,Austin,Relaxed,['Creative'],Student,5
31,White,Male,Houston,Relaxed,"['Outdoor', 'Water Sports', 'Strength Training']",Legal Work,5
25,Other,Male,Austin,Extroverted,"['Water Sports', 'Video Games', 'Dance']",Maintenance,3
26,White,Male,Chicago,Extroverted,"['Creative', 'Dance']",Production,2
18,White,Male,Los Angeles,Ambitious,"['Creative', 'Individual Sports']",Student,3
21,White,Male,San Diego,Extroverted,"['Video Games', 'Team Sports', 'Strength Training']",Student,2
30,Hispanic,Male,New York,Extroverted,"['Mind-Body', 'Water Sports']",Retired,1
19,Black,Male,San Diego,Relaxed,"['Mind-Body', 'Dance', 'Outdoor']",Student,1
22,Middle Eastern,Male,Austin,Extroverted,"['Team Sports', 'Dance', 'Strength Training']",Legal Work,4
22,Hispanic,Male,Chicago,Introverted,"['Dance', 'Video Games', 'Indoor Activites']",Student,1
21,Other,Male,Chicago,Social,"['Outdoor', 'Dance', 'Strength Training']",Student,4
24,Other,Male,New York,Extroverted,"['Mind-Body', 'Team Sports']",Sales,2
19,Middle Eastern,Male,New York,Extroverted,"['Team Sports', 'Dance', 'Indoor Activites']",Student,1
25,Asian,Non-Binary,Los Angeles,Relaxed,"['Outdoor', 'Mind-Body']",Maintenance,5
22,Middle Eastern,Non-Binary,New York,Introverted,['Dance'],Student,5
24,Hispanic,Non-Binary,Chicago,Extroverted,"['Strength Training', 'Creative', 'Water Sports']",Healthcare,1
24,Middle Eastern,Male,Phoenix,Introverted,"['Video Games', 'Dance', 'Outdoor', 'Team Sports']",HR,3
28,Other,Male,Houston,Introverted,"['Individual Sports', 'Strength Training']",Creative,4
25,Asian,Female,Phoenix,Extroverted,"['Water Sports', 'Creative', 'Outdoor']",Retired,4
18,Other,Female,San Diego,Extroverted,['Individual Sports'],Student,4
39,Mixed,Male,Austin,Extroverted,"['Dance', 'Water Sports', 'Strength Training']",Technology,1
22,Asian,Male,San Diego,Ambitious,['Strength Training'],Student,1
30,Black,Non-Binary,Chicago,Extroverted,['Strength Training'],Media,4
25,Hispanic,Female,New York,Extroverted,"['Strength Training', 'Outdoor', 'Mind-Body', 'Individual Sports']",Client Relation/Support,2
21,White,Male,Chicago,Introverted,"['Strength Training', 'Indoor Activites']",Student,3
24,Black,Non-Binary,San Francisco,Introverted,"['Dance', 'Creative', 'Outdoor']",Technology,1
19,White,Female,Houston,Ambitious,"['Outdoor', 'Individual Sports']",Student,2
21,Mixed,Male,Austin,Extroverted,"['Dance', 'Water Sports']",Student,5
26,Mixed,Male,Houston,Social,"['Strength Training', 'Mind-Body', 'Individual Sports', 'Dance']",Environmental,2
32,Asian,Male,Los Angeles,Social,['Strength Training'],Media,3
21,Black,Female,Austin,Ambitious,"['Mind-Body', 'Individual Sports']",Student,2
24,White,Non-Binary,Houston,Social,"['Water Sports', 'Mind-Body']",HR,4
21,Hispanic,Male,Phoenix,Ambitious,"['Video Games', 'Strength Training', 'Dance']",Student,2
22,White,Female,Los Angeles,Introverted,"['Dance', 'Mind-Body', 'Team Sports', 'Outdoor']",Student,5
22,Hispanic,Male,San Diego,Social,"['Team Sports', 'Strength Training']",Student,2
29,Hispanic,Non-Binary,Chicago,Relaxed,"['Mind-Body', 'Team Sports']",Creative,5
23,Mixed,Male,Phoenix,Social,['Dance'],Office/Admin,5
21,White,Non-Binary,New York,Extroverted,"['Creative', 'Water Sports']",Research,4
25,Other,Female,New York,Extroverted,"['Water Sports', 'Video Games', 'Dance']",Client Relation/Support,3
22,Mixed,Female,New York,Ambitious,"['Outdoor', 'Indoor Activites']",Student,2
21,Other,Male,Chicago,Social,"['Water Sports', 'Dance']",Student,1
33,Asian,Male,Austin,Ambitious,"['Team Sports', 'Strength Training', 'Outdoor', 'Water Sports']",HR,2
25,Black,Non-Binary,New York,Introverted,"['Dance', 'Team Sports']",Technology,1
35,Middle Eastern,Female,Phoenix,Introverted,"['Indoor Activites', 'Outdoor', 'Video Games']",Office/Admin,2
24,Middle Eastern,Female,Austin,Introverted,"['Indoor Activites', 'Strength Training']",Research,4
26,Black,Female,Austin,Introverted,"['Creative', 'Video Games', 'Strength Training']",Creative,5
22,Hispanic,Non-Binary,Phoenix,Ambitious,['Individual Sports'],Client Relation/Support,2
22,Other,Male,Los Angeles,Social,"['Mind-Body', 'Team Sports']",Student,1
20,Asian,Non-Binary,San Francisco,Extroverted,['Indoor Activites'],Student,1
22,Middle Eastern,Female,New York,Extroverted,['Team Sports'],Student,3
19,Hispanic,Male,Austin,Social,"['Individual Sports', 'Outdoor', 'Mind-Body']",Student,2
25,White,Non-Binary,Houston,Ambitious,"['Mind-Body', 'Video Games', 'Team Sports', 'Individual Sports']",Healthcare,1
23,Hispanic,Male,San Diego,Extroverted,"['Individual Sports', 'Water Sports', 'Indoor Activites', 'Creative']",Healthcare,3
22,Hispanic,Non-Binary,Los Angeles,Extroverted,"['Water Sports', 'Individual Sports']",Student,4
20,Hispanic,Female,Austin,Social,"['Individual Sports', 'Video Games', 'Water Sports', 'Strength Training']",Student,4
25,Mixed,Male,Houston,Relaxed,"['Strength Training', 'Individual Sports']",Creative,4
33,Asian,Non-Binary,San Diego,Social,"['Mind-Body', 'Outdoor']",Sales,3
22,White,Male,Austin,Extroverted,"['Indoor Activites', 'Mind-Body']",Student,2
19,Mixed,Male,Chicago,Extroverted,"['Strength Training', 'Dance', 'Individual Sports', 'Outdoor']",Maintenance,4
18,White,Female,Phoenix,Social,"['Indoor Activites', 'Water Sports', 'Outdoor', 'Team Sports']",Student,2
22,Black,Male,San Francisco,Extroverted,"['Strength Training', 'Indoor Activites', 'Outdoor', 'Dance']",Student,3
20,Asian,Non-Binary,Chicago,Extroverted,"['Creative', 'Strength Training', 'Individual Sports']",Creative,2
22,Black,Male,New York,Ambitious,"['Dance', 'Team Sports', 'Water Sports', 'Strength Training']",Student,2
25,Black,Female,San Francisco,Social,"['Water Sports', 'Individual Sports', 'Indoor Activites', 'Strength Training']",Sales,5
20,Mixed,Non-Binary,San Francisco,Relaxed,"['Outdoor', 'Team Sports', 'Indoor Activites', 'Water Sports']",Student,4
32,Asian,Male,Chicago,Social,"['Dance', 'Outdoor', 'Creative']",Healthcare,3
25,White,Female,San Francisco,Social,"['Water Sports', 'Individual Sports', 'Strength Training', 'Team Sports']",Media,5
24,Hispanic,Female,San Diego,Relaxed,"['Mind-Body', 'Strength Training', 'Indoor Activites', 'Water Sports']",Healthcare,4
23,Middle Eastern,Non-Binary,Austin,Ambitious,"['Outdoor', 'Creative']",Maintenance,3
22,Black,Male,Chicago,Social,"['Dance', 'Strength Training', 'Mind-Body']",Student,2
30,Mixed,Non-Binary,Chicago,Introverted,['Video Games'],Education,1
27,Mixed,Female,New York,Ambitious,"['Creative', 'Water Sports', 'Outdoor']",Maintenance,4
18,Other,Non-Binary,Los Angeles,Introverted,"['Team Sports', 'Individual Sports', 'Video Games']",Student,1
19,Asian,Non-Binary,New York,Introverted,"['Indoor Activites', 'Outdoor', 'Creative']",Student,4
35,Other,Female,Houston,Extroverted,"['Indoor Activites', 'Video Games', 'Outdoor']",Environmental,3
23,Black,Female,Los Angeles,Extroverted,"['Water Sports', 'Individual Sports', 'Creative', 'Outdoor']",Maintenance,2
40,Hispanic,Non-Binary,Austin,Social,"['Dance', 'Team Sports']",Client Relation/Support,2
21,Other,Male,Austin,Extroverted,"['Indoor Activites', 'Dance']",Student,3
20,Middle Eastern,Female,Chicago,Social,"['Dance', 'Creative', 'Team Sports', 'Water Sports']",Student,1
25,Mixed,Female,Chicago,Introverted,"['Team Sports', 'Individual Sports', 'Creative', 'Mind-Body']",Research,4
28,Middle Eastern,Female,New York,Ambitious,"['Creative', 'Outdoor', 'Dance']",Healthcare,4
34,Black,Female,New York,Social,"['Outdoor', 'Mind-Body']",Research,4
27,Middle Eastern,Female,Houston,Social,['Team Sports'],Technology,1
30,Middle Eastern,Male,Houston,Introverted,"['Indoor Activites', 'Individual Sports', 'Team Sports', 'Strength Training']",Media,3
35,Black,Non-Binary,Houston,Extroverted,"['Individual Sports', 'Mind-Body', 'Dance']",Media,5
25,Black,Female,New York,Social,"['Water Sports', 'Strength Training']",Creative,4
21,Middle Eastern,Male,New York,Ambitious,['Dance'],Student,2
24,Asian,Male,San Diego,Social,"['Water Sports', 'Creative', 'Video Games']",Production,1
32,Other,Female,Los Angeles,Introverted,"['Indoor Activites', 'Outdoor', 'Video Games']",Healthcare,1
34,Black,Male,San Francisco,Relaxed,"['Dance', 'Individual Sports', 'Indoor Activites']",Environmental,3
21,Hispanic,Female,Austin,Social,"['Team Sports', 'Individual Sports', 'Strength Training']",Student,4
25,Asian,Male,San Francisco,Ambitious,"['Indoor Activites', 'Video Games']",Sales,2
23,Middle Eastern,Female,San Diego,Introverted,"['Dance', 'Water Sports', 'Strength Training', 'Individual Sports']",Technology,5
21,Hispanic,Male,New York,Ambitious,"['Water Sports', 'Strength Training']",Student,1
33,Black,Male,New York,Ambitious,"['Mind-Body', 'Indoor Activites']",Legal Work,1
20,Hispanic,Female,San Francisco,Extroverted,"['Video Games', 'Water Sports', 'Strength Training']",Student,3
19,Mixed,Male,New York,Extroverted,['Creative'],HR,1
26,Other,Male,Austin,Extroverted,"['Video Games', 'Individual Sports']",Client Relation/Support,2
24,Hispanic,Non-Binary,San Diego,Social,"['Individual Sports', 'Video Games', 'Creative', 'Water Sports']",Sales,4
20,Asian,Female,Chicago,Extroverted,"['Indoor Activites', 'Water Sports']",Student,5
29,Mixed,Female,San Francisco,Social,"['Team Sports', 'Dance']",HR,5
18,Black,Non-Binary,San Diego,Relaxed,['Indoor Activites'],Student,4
26,White,Female,Chicago,Relaxed,['Strength Training'],Environmental,5
19,Other,Male,Houston,Extroverted,"['Individual Sports', 'Indoor Activites']",Student,1
18,Hispanic,Male,Houston,Introverted,"['Creative', 'Dance']",Student,4
24,White,Male,San Francisco,Extroverted,"['Creative', 'Team Sports', 'Mind-Body', 'Outdoor']",Legal Work,1
28,Hispanic,Male,San Diego,Social,"['Creative', 'Team Sports', 'Strength Training', 'Video Games']",Office/Admin,4
28,White,Female,Phoenix,Social,"['Creative', 'Mind-Body']",Research,1
21,Mixed,Male,Austin,Extroverted,"['Creative', 'Indoor Activites']",Production,2
30,Other,Non-Binary,Houston,Relaxed,"['Indoor Activites', 'Strength Training', 'Dance']",Creative,4
27,Hispanic,Female,Phoenix,Ambitious,"['Dance', 'Team Sports']",Technology,4
25,Asian,Male,Phoenix,Extroverted,"['Video Games', 'Indoor Activites', 'Outdoor', 'Mind-Body']",Environmental,3
21,White,Male,New York,Extroverted,"['Mind-Body', 'Team Sports', 'Video Games']",Creative,1
25,Hispanic,Non-Binary,San Francisco,Extroverted,['Team Sports'],Office/Admin,4
19,Middle Eastern,Female,Houston,Ambitious,"['Water Sports', 'Outdoor', 'Video Games', 'Individual Sports']",Retired,5
20,Mixed,Male,New York,Extroverted,['Individual Sports'],Student,4
22,White,Male,New York,Relaxed,['Creative'],Healthcare,3
19,White,Male,Houston,Extroverted,['Dance'],Healthcare,4
25,Mixed,Male,Houston,Social,"['Video Games', 'Mind-Body', 'Outdoor', 'Team Sports']",Research,1
19,Middle Eastern,Male,New York,Extroverted,"['Strength Training', 'Mind-Body']",Student,2
33,Middle Eastern,Male,Austin,Social,"['Dance', 'Mind-Body', 'Individual Sports', 'Indoor Activites']",Legal Work,1
24,Middle Eastern,Male,Houston,Ambitious,"['Mind-Body', 'Creative', 'Video Games']",Education,1
21,Middle Eastern,Non-Binary,Los Angeles,Relaxed,"['Individual Sports', 'Video Games', 'Water Sports']",Retired,3
20,Mixed,Male,Houston,Relaxed,['Strength Training'],Student,2
25,Asian,Male,Austin,Ambitious,"['Water Sports', 'Creative']",Sales,4
19,White,Male,San Francisco,Extroverted,"['Dance', 'Strength Training', 'Creative', 'Team Sports']",Research,2
26,White,Female,Los Angeles,Ambitious,"['Strength Training', 'Dance', 'Team Sports', 'Creative']",Production,5
34,Black,Female,Los Angeles,Relaxed,"['Outdoor', 'Team Sports', 'Video Games', 'Creative']",Maintenance,5
18,Hispanic,Female,New York,Extroverted,['Mind-Body'],Student,5
30,Other,Female,Chicago,Social,"['Water Sports', 'Outdoor', 'Individual Sports', 'Video Games']",Legal Work,2
19,Middle Eastern,Female,New York,Extroverted,"['Individual Sports', 'Creative', 'Dance']",Production,1
22,White,Female,San Diego,Introverted,"['Indoor Activites', 'Dance']",Technology,2
20,White,Female,San Diego,Ambitious,"['Dance', 'Individual Sports', 'Indoor Activites', 'Mind-Body']",Student,3
18,Mixed,Male,Phoenix,Extroverted,['Indoor Activites'],Student,2
23,Middle Eastern,Female,San Diego,Extroverted,['Team Sports'],Technology,2
25,Hispanic,Male,Los Angeles,Relaxed,['Mind-Body'],Environmental,1
25,Asian,Male,San Francisco,Relaxed,"['Mind-Body', 'Individual Sports', 'Water Sports', 'Indoor Activites']",Maintenance,2
24,Mixed,Female,Los Angeles,Social,"['Outdoor', 'Dance', 'Indoor Activites', 'Team Sports']",Legal Work,5
24,Asian,Female,San Diego,Ambitious,"['Strength Training', 'Water Sports', 'Individual Sports', 'Video Games']",Maintenance,1
22,Hispanic,Male,San Francisco,Introverted,"['Mind-Body', 'Individual Sports', 'Video Games']",Student,2
20,Asian,Female,Chicago,Introverted,"['Indoor Activites', 'Outdoor', 'Water Sports', 'Creative']",Student,5
19,White,Female,San Diego,Social,"['Video Games', 'Mind-Body']",Student,5
21,Mixed,Male,New York,Extroverted,"['Creative', 'Strength Training']",Student,4
24,Asian,Male,Chicago,Extroverted,"['Indoor Activites', 'Video Games', 'Individual Sports', 'Team Sports']",Research,1
35,Black,Female,San Francisco,Extroverted,['Mind-Body'],Research,1
20,Asian,Female,Phoenix,Extroverted,['Individual Sports'],Student,2
25,White,Female,Houston,Extroverted,"['Individual Sports', 'Strength Training']",Legal Work,5
21,Other,Non-Binary,New York,Extroverted,['Water Sports'],Student,2
30,Hispanic,Female,Phoenix,Relaxed,"['Water Sports', 'Dance', 'Team Sports', 'Video Games']",Media,1
18,Mixed,Female,Los Angeles,Social,"['Team Sports', 'Water Sports', 'Individual Sports', 'Outdoor']",Student,2
20,Other,Female,San Diego,Introverted,"['Water Sports', 'Team Sports']",Media,5
18,Other,Non-Binary,Los Angeles,Relaxed,"['Mind-Body', 'Creative', 'Video Games']",Maintenance,4
23,Hispanic,Female,San Diego,Extroverted,['Video Games'],Maintenance,2
24,Black,Male,San Francisco,Ambitious,['Indoor Activites'],Healthcare,5
23,Hispanic,Non-Binary,Houston,Relaxed,"['Individual Sports', 'Dance', 'Strength Training', 'Water Sports']",Sales,4
34,Black,Male,New York,Extroverted,"['Outdoor', 'Water Sports', 'Individual Sports', 'Indoor Activites']",Production,5
30,Mixed,Male,Phoenix,Social,['Dance'],Environmental,2
20,Asian,Female,Phoenix,Extroverted,"['Strength Training', 'Dance', 'Water Sports', 'Outdoor']",Student,2
26,Mixed,Non-Binary,Los Angeles,Introverted,"['Strength Training', 'Individual Sports', 'Creative', 'Indoor Activites']",Office/Admin,1
20,Asian,Female,Austin,Social,"['Outdoor', 'Strength Training', 'Creative', 'Video Games']",Student,1
29,Hispanic,Non-Binary,Austin,Relaxed,"['Team Sports', 'Outdoor', 'Strength Training', 'Creative']",HR,5
27,Asian,Male,Phoenix,Ambitious,"['Video Games', 'Outdoor', 'Strength Training', 'Mind-Body']",Media,2
23,White,Female,Chicago,Social,"['Video Games', 'Individual Sports']",Retired,2
23,White,Female,Houston,Extroverted,['Creative'],Technology,1
19,Asian,Female,San Francisco,Extroverted,"['Creative', 'Water Sports']",Student,1
23,Middle Eastern,Male,Los Angeles,Ambitious,"['Team Sports', 'Water Sports', 'Mind-Body', 'Indoor Activites']",Healthcare,4
25,Other,Female,Phoenix,Social,"['Creative', 'Water Sports', 'Team Sports', 'Dance']",Retired,2
32,Hispanic,Male,Los Angeles,Introverted,"['Mind-Body', 'Strength Training', 'Video Games', 'Creative']",Healthcare,1
25,Asian,Male,New York,Ambitious,"['Outdoor', 'Mind-Body', 'Strength Training', 'Water Sports']",Research,2
21,Asian,Female,Chicago,Relaxed,"['Mind-Body', 'Water Sports', 'Dance']",Student,4
22,Hispanic,Male,Houston,Ambitious,['Individual Sports'],Student,5
27,Other,Male,New York,Extroverted,"['Team Sports', 'Individual Sports']",Production,2
23,Asian,Female,Austin,Social,"['Outdoor', 'Dance', 'Individual Sports']",Environmental,4
19,Asian,Non-Binary,Houston,Introverted,"['Creative', 'Team Sports', 'Indoor Activites']",Student,3
23,Hispanic,Non-Binary,Chicago,Relaxed,"['Mind-Body', 'Indoor Activites', 'Video Games']",Education,5
21,Other,Male,Houston,Relaxed,['Dance'],Sales,4
32,Mixed,Female,Chicago,Extroverted,"['Mind-Body', 'Individual Sports', 'Water Sports']",Maintenance,3
22,Black,Male,San Diego,Ambitious,['Creative'],Student,4
32,Asian,Female,Chicago,Relaxed,"['Team Sports', 'Individual Sports', 'Strength Training', 'Indoor Activites']",Client Relation/Support,5
24,Asian,Female,Houston,Social,"['Mind-Body', 'Outdoor', 'Individual Sports']",Office/Admin,3
18,Asian,Male,San Francisco,Relaxed,"['Video Games', 'Team Sports', 'Strength Training']",Student,3
22,Black,Male,Phoenix,Social,['Indoor Activites'],Student,5
23,Asian,Male,San Francisco,Ambitious,"['Mind-Body', 'Individual Sports']",Creative,4
23,Black,Non-Binary,Houston,Social,"['Outdoor', 'Strength Training', 'Water Sports', 'Team Sports']",Healthcare,4
23,Mixed,Non-Binary,Houston,Relaxed,['Dance'],Environmental,3
19,Mixed,Male,Phoenix,Introverted,"['Team Sports', 'Strength Training']",Student,2
19,White,Female,New York,Introverted,['Creative'],Student,3
20,Middle Eastern,Non-Binary,Phoenix,Extroverted,['Dance'],Student,3
20,Middle Eastern,Non-Binary,Phoenix,Ambitious,"['Individual Sports', 'Video Games', 'Strength Training']",Student,1
39,Asian,Female,Phoenix,Introverted,"['Mind-Body', 'Outdoor', 'Individual Sports', 'Water Sports']",Office/Admin,4
20,White,Male,San Diego,Social,['Indoor Activites'],Legal Work,2
18,Other,Female,Los Angeles,Introverted,"['Mind-Body', 'Strength Training']",Student,3
23,Middle Eastern,Female,Chicago,Introverted,"['Outdoor', 'Water Sports']",Creative,4
29,Mixed,Non-Binary,Austin,Relaxed,"['Video Games', 'Mind-Body']",Maintenance,2
21,White,Non-Binary,Los Angeles,Social,"['Video Games', 'Team Sports']",Student,5
28,White,Male,Chicago,Extroverted,"['Strength Training', 'Dance', 'Outdoor', 'Indoor Activites']",Legal Work,4
20,Middle Eastern,Female,Houston,Social,"['Outdoor', 'Water Sports', 'Mind-Body']",Student,1
35,Hispanic,Female,Phoenix,Social,"['Mind-Body', 'Creative', 'Dance', 'Water Sports']",Technology,2
27,Middle Eastern,Non-Binary,Chicago,Ambitious,"['Team Sports', 'Water Sports', 'Creative']",Technology,2
18,White,Male,Chicago,Social,"['Video Games', 'Creative', 'Water Sports']",Student,1
21,Other,Male,Austin,Extroverted,"['Mind-Body', 'Individual Sports']",Maintenance,4
23,Hispanic,Female,Los Angeles,Social,"['Team Sports', 'Video Games']",Office/Admin,5
28,Black,Male,San Francisco,Extroverted,"['Creative', 'Strength Training', 'Indoor Activites']",Office/Admin,5
39,Middle Eastern,Female,Phoenix,Ambitious,"['Individual Sports', 'Water Sports', 'Team Sports', 'Strength Training']",Environmental,4
23,White,Non-Binary,San Francisco,Social,['Team Sports'],Sales,2
28,Mixed,Female,San Francisco,Introverted,"['Water Sports', 'Mind-Body', 'Strength Training', 'Outdoor']",Retired,3
20,Mixed,Non-Binary,Austin,Social,['Strength Training'],Student,4
24,Mixed,Male,Chicago,Extroverted,"['Mind-Body', 'Strength Training']",Maintenance,5
23,White,Female,San Diego,Social,['Mind-Body'],Client Relation/Support,4
25,Other,Male,Houston,Ambitious,"['Team Sports', 'Dance', 'Creative']",Maintenance,2
29,Hispanic,Male,Chicago,Social,"['Individual Sports', 'Creative', 'Team Sports', 'Strength Training']",Healthcare,2
19,Other,Female,San Francisco,Extroverted,"['Strength Training', 'Creative']",Student,5
36,Hispanic,Female,Houston,Ambitious,"['Video Games', 'Outdoor', 'Strength Training']",Research,5
34,White,Female,San Diego,Extroverted,['Team Sports'],Education,1
32,Middle Eastern,Female,Austin,Relaxed,['Video Games'],Environmental,2
20,Middle Eastern,Male,San Diego,Extroverted,"['Water Sports', 'Mind-Body', 'Strength Training', 'Video Games']",Student,4
19,Hispanic,Male,Chicago,Introverted,"['Strength Training', 'Outdoor']",Student,3
20,Middle Eastern,Male,Phoenix,Extroverted,"['Outdoor', 'Video Games', 'Individual Sports', 'Creative']",Student,1
23,Black,Male,San Diego,Ambitious,"['Individual Sports', 'Water Sports', 'Team Sports', 'Outdoor']",Education,2
29,White,Male,San Diego,Ambitious,"['Dance', 'Strength Training', 'Video Games', 'Outdoor']",Office/Admin,2
34,White,Male,New York,Ambitious,"['Water Sports', 'Creative', 'Video Games', 'Strength Training']",Production,3
25,Mixed,Male,Houston,Social,"['Dance', 'Mind-Body', 'Outdoor']",Office/Admin,4
28,Other,Non-Binary,New York,Social,"['Water Sports', 'Strength Training']",Client Relation/Support,4
24,Asian,Female,Phoenix,Social,['Water Sports'],Office/Admin,4
23,Middle Eastern,Female,San Francisco,Extroverted,"['Individual Sports', 'Video Games', 'Mind-Body']",Office/Admin,4
27,Middle Eastern,Male,New York,Social,['Video Games'],Media,3
29,Hispanic,Male,San Diego,Social,"['Outdoor', 'Creative']",HR,3
22,White,Female,Austin,Extroverted,"['Dance', 'Outdoor', 'Video Games']",Retired,4
23,Mixed,Female,New York,Social,['Creative'],Research,4
22,Asian,Female,New York,Social,"['Video Games', 'Mind-Body', 'Strength Training']",Student,1
22,Middle Eastern,Male,Austin,Social,['Individual Sports'],Student,5
